word_bare	canonical_pointed	n_variants_before	total_count	source
רופאה	רוֹפְאָה	1	1	mechanical
בעמפערל	בֶּעמְפֶּערְל	1	1	mechanical
על-אם-על-אם	עֶל-אֶם-עֶל-אֶם	1	1	mechanical
אונטערצוקומען	אוּנְטֶערְצוּקוּמֶען	1	1	mechanical
צואר	צוּאֶר	1	1	mechanical
מתחלת	מִתְּחִלַּת	1	1	mechanical
הנגר	הַנְּגַר	1	1	mechanical
ערנעץ	ערנעץ	1	1	mechanical
יינגערמאנטשיקל	ייִנגערמאַנטשיקל	1	1	mechanical
מואשל	מואשל	1	1	mechanical
מצוה'לע	מִצְוָה'לע	1	1	mechanical
אראפצוברענגען	אַראָפּצוּברענגען	1	1	mechanical
חשק'קס	חשק'קס	1	1	mechanical
באשפטן	בַּאשֶׁפְטְן	1	1	mechanical
התנינים	הַתַּנִּינִים	1	1	mechanical
אופגעדאכט	אופֿגעדאַכט	1	1	mechanical
צעפידיקע	צעפּידיקע	1	1	mechanical
שמיחל	שְׁמַיְחֶל	1	1	mechanical
פויגלדיק	פוֹיגלדִיק	1	1	mechanical
תוקס	תוּקְס	1	1	mechanical
בשיצן	בַּשִׁיצְן	1	1	mechanical
ימחו	יִמָּחוּ	1	1	mechanical
בארדיטשב	בַּאַרְדִיטְשֶׁבֿ	1	1	mechanical
שלאכטנס	שְׁלַאכְטְנְס	1	1	mechanical
טרויעריק	טְרוֹיֶערִיק	1	1	mechanical
שעכטער	שֶׁעכְטֶער	1	1	mechanical
פארשטעלינג	פּאָרְשְׁטֶעלִינְג	1	1	mechanical
צוריקזיין	צוריקזייַן	1	1	mechanical
שסרולער	שִׁסְרוּלֶער	1	1	mechanical
קנט	קֶנְט	1	1	mechanical
פארשטלן	פֿאַרְשְׁטֶלְן	1	1	mechanical
היגעהעסן	הִיגֶעהֶעסְן	1	1	mechanical
פסח'דילע	פֶּסַח'דִילֶע	1	1	mechanical
ענעזוי	עֶנֶעזוֹי	1	1	mechanical
פאפאיאם	פּאַפּאיאַם	1	1	mechanical
עמוס	עמוס	1	1	mechanical
געראשט	געראַשט	1	1	mechanical
ולאהבה	וּלְאַהֲבָה	1	1	mechanical
שליוועל	שליוועל	1	1	mechanical
כזאהן	כַּזֹאהְן	1	1	mechanical
היליגקייט	הֵילִיגְקֵייט	1	1	mechanical
עטארצו	עֶטַאַרְצוּ	1	1	mechanical
אאריינזאגן	אאַרַיינְזָאָגְן	1	1	mechanical
בשפתיך	בִּשְׂפָתַיִךְ	1	1	mechanical
בקים	בַּקִים	1	1	mechanical
בקימען	בַּקִימֶען	1	1	mechanical
אנגעלאזט	אָנגעלאָזט	1	1	mechanical
קלאסערט	קלאַסערט	1	1	mechanical
כ'לייג	כֶ'לֵייג	1	1	mechanical
גאפכ"מ	גאפֿכ"מ	1	1	mechanical
מאנטא	מאַנטאַ	1	1	mechanical
קעמאן	קעמאַן	1	1	mechanical
צמיח	צַמֵיחַ	1	1	mechanical
האהובים	הָאֲהוּבִים	1	1	mechanical
כשמחך	כְּשַׂמֵּחֲךָ	1	1	mechanical
יצירך	יְצִירְךָ	1	1	mechanical
כמדם	כְּמֶדַם	1	1	mechanical
מ'מכבד	מַ'מְכַבֵּד	1	1	mechanical
ס'הערט	סִ'הֶערְט	1	1	mechanical
וואראמ	וואָרָאמְ	1	1	mechanical
יזון	יָזוּן	1	1	mechanical
צונויפגעפלאכטן	צונויפֿגעפּלאַכטן	1	1	mechanical
געהערע	גֶעהֶערֶע	1	1	mechanical
כויפן	כּוֹיפְֿן	1	1	mechanical
דאפילו	דַאפִֿילוּ	1	1	mechanical
משחוסדיג	מִשְׁחוּסְדִיג	1	1	mechanical
לבישת	לְבִישַׁת	1	1	mechanical
תרבוץ-בוכוויי	תַּרְבּוּץ-בּוּכְווַיי	1	1	mechanical
וואסארע	וואָסַארֶע	1	1	mechanical
דוקס	דָוקְס	1	1	mechanical
ראשו	רֹאשׁוֹ	1	1	mechanical
צילעכץ	צילעכץ	1	1	mechanical
גלארנער	גלאָרנער	1	1	mechanical
כסופים	כִּסּוּפִים	1	1	mechanical
ונגבה	וָנֶגְבָּה	1	1	mechanical
געהפלאמט	גֶעהפְלַאמְט	1	1	mechanical
פאבישערס	פַאבִּישְׁערְס	1	1	mechanical
הילפט	הִילְפְט	1	1	mechanical
אזאכע	אַזַאכֶע	1	1	mechanical
אנטיסעמיטישע	אַנְטִיסֶעמִיטִישֶׁע	1	1	mechanical
הויכסטע	הֹויכְסְטֶע	1	1	mechanical
גארעציק	גָארֶעצִיק	1	1	mechanical
שמייכלסט	שְׁמַייכְלְסְט	1	1	mechanical
פאדיום	פּאָדיום	1	1	mechanical
כפותה	כּפֿותה	1	1	mechanical
כלוחי	כּלוחי	1	1	mechanical
יוקים	יוֹקִים	1	1	mechanical
עקריה	עקריה	1	1	mechanical
געשטאראקט	געשטאַראַקט	1	1	mechanical
הרר	הַרַרְ	1	1	mechanical
בילידנגס	בילידנגס	1	1	mechanical
פאמפ	פאַמפּ	1	1	mechanical
פארמאג	פֿאַרמאַג	1	1	mechanical
געגנבעטער	גֶעגַנְבְּעטֶער	1	1	mechanical
אמונה'ם	אֱמוּנָה'ם	1	1	mechanical
לוחז	לוֹחֵז	1	1	mechanical
רווחדיקע	רְווַחְדִיקֶע	1	1	mechanical
עליין	עַלֵיין	1	1	mechanical
דיאגנאזירט	דִיאַגְנָאזִירְט	1	1	mechanical
בטעמטע	בַּטַעַמְטֶע	1	1	mechanical
פראבלעמאטיש	פְּראָבְלֶעמָאטִישׁ	1	1	mechanical
געשיקטער	גֶעשִׁיקְטֶער	1	1	mechanical
פארציילען	פאַרצֵיילְען	1	1	mechanical
מ'פארשאמט	מ'פאַרשאַמְט	1	1	mechanical
אומבענטשן	אומבענטשן	1	1	mechanical
עפענער	עפֿענער	1	1	mechanical
טראנספארטן	טראַנספּאָרטן	1	1	mechanical
אינטיקע	אינטיקע	1	1	mechanical
שטעלטע	שטעלטע	1	1	mechanical
דעפארטירטע	דעפּאָרטירטע	1	1	mechanical
געהערלעכע	געהערלעכע	1	1	mechanical
אפדאתוכן	אָפּדאַתוֹכֶן	1	1	mechanical
זלמנשע	זַלְמַנְשֶׁע	1	1	mechanical
שניאורסאנס	שְׁנֵיאוֹרסאָנס	1	1	mechanical
באגריפן	באַגריפֿן	1	1	mechanical
אויסערגעוויינטלעכע	אויסֶערְגֶעווֵיינְטְלֶעכֶע	1	1	mechanical
ווייסטוי	ווֵייסְטוי	1	1	mechanical
געגנגן	גֶעגַנְגְן	1	1	mechanical
ליאמין	לִיאַמִין	1	1	mechanical
ליושיע	לְיוֹשִׁיעַ	1	1	mechanical
דיינו	דַּיּיֵנוּ	1	1	mechanical
פארזיכטיג	פֿאָרזיכטיג	1	1	mechanical
לאגערץ	לאַגערץ	1	1	mechanical
מזיי	מְזַיּיֵ	1	1	mechanical
אופהאיטן	אוּפֿהַאיְטְן	1	1	mechanical
אור-חסד	אוֹר-חֶסֶד	1	1	mechanical
שיינענדיקער	שַׁיינֶענְדִיקֶער	1	1	mechanical
ונרפא	וְנֵרָפֵא	1	1	mechanical
חרון	חרון	1	1	mechanical
חרונו	חרונו	1	1	mechanical
דעהייטס	דעהייטס	1	1	mechanical
פפנפצן	פֿפֿנפֿצן	1	1	mechanical
ערכן	ערכֿן	1	1	mechanical
צערך	צערך	1	1	mechanical
אהאלבן	אַהַאלְבְן	1	1	mechanical
דראיסיג	דְרַאיְסִיג	1	1	mechanical
נאזאוואס	נאָזאוואָס	1	1	mechanical
אריינגעשלופן	אַרייַנגעשלופֿן	1	1	mechanical
יאנעגעהאט	יאָנעגעהאַט	1	1	mechanical
פארקן	פַארְקְן	1	1	mechanical
פארקט	פַּאַרְקְט	1	1	mechanical
פארטרעפן	פַֿאַרְטְרֶעפְֿן	1	1	mechanical
עניוווייז	עֶנִיוווֵייז	1	1	mechanical
פנגט	פַֿנְגְט	1	1	mechanical
טעויות	טְעוּיוֹת	1	1	mechanical
מיסטייקס	מִיסְטֵייקְס	1	1	mechanical
מווחל	מווחל	1	1	mechanical
נאמאסנגנגס	נאָמאַסנְגֶנְגֶס	1	1	mechanical
פאניקט	פּאַניקט	1	1	mechanical
דענקסטו	דענקסטוּ	1	1	mechanical
דגופא	דְגַוָפֿא	1	1	mechanical
כותנת	כּוּתֳנֹת	1	1	mechanical
כ'לעבן	כ'לעבן	1	1	mechanical
טאננס	טאָננס	1	1	mechanical
תורהדיקן	תּוֹרָהדיקן	1	1	mechanical
גרינוואלד	גרינוואַלד	1	1	mechanical
באגאבאמנעס	באַגאַבאָמנעס	1	1	mechanical
באדוסט	באַדוסט	1	1	mechanical
אויסלופטערן	אויסלופֿטערן	1	1	mechanical
מקיצור	מִקִיצוּר	1	1	mechanical
פאיעד	פַּאיֶעד	1	1	mechanical
מעמק	מְעַמֵק	1	1	mechanical
אבגעזעצטע	אַבְּגֶעזֶעצְטֶע	1	1	mechanical
דענסמאל	דֶענְסמָאל	1	1	mechanical
אומעטלעך	אוּמֶעטְלֶעךְ	1	1	mechanical
שנעלערהאנד	שְׁנֶעלֶערְהַאנְד	1	1	mechanical
לסגלתו	לִסְגֻלָּתוֹ	1	1	mechanical
גוואטער	גוואַטֶער	1	1	mechanical
ווילניץ	ווִילְנִיץ	1	1	mechanical
ווילניצר	ווִילְנִיצֶר	1	1	mechanical
מינסק	מִינְסְק	1	1	mechanical
ווינא	ווִינָא	1	1	mechanical
הינקעדיגע	הִינְקֶעדִיגֶע	1	1	mechanical
ענטלאך	ענטלאָך	1	1	mechanical
אשלחך	אֲשַׁלֵּחֲךָ	1	1	mechanical
האס-טו	האָס-טו	1	1	mechanical
ויצב	וַיַּצֵּב	1	1	mechanical
באארד	באָאַרד	1	1	mechanical
געכלעמט	געכַלֶעמְט	1	1	mechanical
מעכוסעטארוס	מעכוסעטארוס	1	1	mechanical
מ'פארינגיל	מ'פֿאַרינגיל	1	1	mechanical
שקאי	שַׁקַאִי	1	1	mechanical
מונקאטשר	מוּנְקַאטְשֶׁר	1	1	mechanical
ס"ה	ס"ה	1	1	mechanical
געאהרן	געאָהרן	1	1	mechanical
ימהר	יְמַהֵר	1	1	mechanical
לסתור	לִסְתּוֹר	1	1	mechanical
בנינה	בִּנְיָנָהּ	1	1	mechanical
סאלאנערס	סאַלאַנערס	1	1	mechanical
מיטצולויפן	מִיטְצוּלוֹיפְֿן	1	1	mechanical
פייערקראקערס	פַֿייַעֶרְקְרַאַקֶערְס	1	1	mechanical
קאבע	קַאבֶּע	1	1	mechanical
פופטער	פֿוּפְֿטֶער	1	1	mechanical
לעקיש	לֶעקִישׁ	1	1	mechanical
שאלוס	שׁאַלוּס	1	1	mechanical
ס'נישט	סְ'נִישְׁט	1	1	mechanical
לויפסטו	לוֹיפְסְטוּ	1	1	mechanical
נאכלויפען	נָאַכְלוֹיפֶען	1	1	mechanical
נאוואראדאק	נאָוואַראָדאָק	1	1	mechanical
האמים	הָאֻמִּים	1	1	mechanical
ארכעס	אָרְכֶעס	1	1	mechanical
דרפיעס	דְרָפְיֶעס	1	1	mechanical
לכטיגען	לִכְטִיגֶען	1	1	mechanical
באבאל	באַבאַל	1	1	mechanical
יאיבא	יאַיבאַ	1	1	mechanical
שפנאהאיאמאל	שפּנאַהאיאַמאַל	1	1	mechanical
ליגען	ליגען	1	1	mechanical
יעדערענאכט	יעדערענאַכט	1	1	mechanical
געפעלען	געפֿעלען	1	1	mechanical
כ'זיינען	כֿ'זייַנען	1	1	mechanical
צופרידענשטעלען	צופֿרידענשטעלען	1	1	mechanical
ניאיישירינבלאט	ניאַיישירינבלאַט	1	1	mechanical
גולדענס	גולדענס	1	1	mechanical
דאפסמאן	דאָפּסמאַן	1	1	mechanical
געציצט	געציצט	1	1	mechanical
פאשפאצירט	פּאַשפּאַצירט	1	1	mechanical
יויסף	יוֹיסֶף	1	1	mechanical
געקלערט	גֶעקְלֶערְט	1	1	mechanical
יאקב'ס	יאַקֶבְ'ס	1	1	mechanical
יונגיש	יוּנְגִישׁ	1	1	mechanical
גוירעץ	גוֹירֶעץ	1	1	mechanical
העכטע	הֶעכְטֶע	1	1	mechanical
עגברת	עֶגְבֶּרְת	1	1	mechanical
געפלן	גֶעפֶלְן	1	1	mechanical
צוטטרעטן	צוּטְטְרֶעטְן	1	1	mechanical
שפארבל	שְׁפַאַרְבְּל	1	1	mechanical
שפאנצירן	שְׁפַאַנְצִירְן	1	1	mechanical
חאטמייעניש	חַאטְמַייְעֶנִישׁ	1	1	mechanical
האריניש	הַארִינִישׁ	1	1	mechanical
יחיד'ל	יחיד'ל	1	1	mechanical
מיניענס	מיניענס	1	1	mechanical
דינרים'ס	דִינָרִים'ס	1	1	mechanical
געוויץ	געוויץ	1	1	mechanical
פאריצן	פּאַריצן	1	1	mechanical
באלעראס	באַלעראָס	1	1	mechanical
פייע	פֿייַע	1	1	mechanical
ככאטש	ככאָטש	1	1	mechanical
איירופא	אֵיירוֹפֶּא	1	1	mechanical
גייענדיג	גֵייענְדִיג	1	1	mechanical
אהלים	אֳהָלִים	1	1	mechanical
אויפארם	אוֹיפַאַרְם	1	1	mechanical
פאנאנציען	פֿאַנאַנציִען	1	1	mechanical
כאפטע	כאַפֿטע	1	1	mechanical
מאטוט	מַאטוֹט	1	1	mechanical
אוידע	אוֹידֶע	1	1	mechanical
פוק	פּוּק	1	1	mechanical
עמא	עַמָּא	1	1	mechanical
רשעותדיקער	רשַעוּתדיקער	1	1	mechanical
מאסקעניש	מַאַסְקֶענִיש	1	1	mechanical
מ'בשמים	מִ'בְּשָׂמִים	1	1	mechanical
דערפרייט	דֶערפְֿרֵייְט	1	1	mechanical
ומיטיב	וּמֵיטִיב	1	1	mechanical
נענע	נֶענֶע	1	1	mechanical
כלאגער	כְּלָאגֶער	1	1	mechanical
למינה	לְמִינֵהּ	1	1	mechanical
וילט	וִילְט	1	1	mechanical
יצחקס	יִצְחָקְס	1	1	mechanical
זינן	זִינֶן	1	1	mechanical
ענסעדער	ענסעדער	1	1	mechanical
אומבאליבטע	אומבאַליבטע	1	1	mechanical
לובוואנאט	לוּבֿוואַנאַט	1	1	mechanical
ברוין	ברוין	1	1	mechanical
רוכל	רוֹכֶל	1	1	mechanical
אמבאשערטע	אַמבאַשערטע	1	1	mechanical
גדנק	גְדַנְק	1	1	mechanical
סיםפל	סִיםפְּל	1	1	mechanical
אנפנג	אָנפַֿנְג	1	1	mechanical
אויפצוגעבן	אויפֿצוּגעבֿן	1	1	mechanical
וואכעץ	וואָכֶעץ	1	1	mechanical
סובבים	סוֹבְבִים	1	1	mechanical
אפגעווישן	אָפּגעווישן	1	1	mechanical
מ'מסביר	מ'מסביר	1	1	mechanical
חסקל	חסקל	1	1	mechanical
באשאוון	באַשאַוון	1	1	mechanical
ערעפגעטאנצן	ערעפּגעטאַנצן	1	1	mechanical
ריגזוידע	ריגזוידע	1	1	mechanical
שלשלאות	שַׁלְשְׁלָאוֹת	1	1	mechanical
נוכגעבן	נוכגעבן	1	1	mechanical
אלאיפטרע	אַלַאיפְֿטֶרע	1	1	mechanical
ביסלקע	ביסלקע	1	1	mechanical
שאולן	שׁאַוּלְן	1	1	mechanical
פריווילעגיע	פְּרִיווִילֶעגיע	1	1	mechanical
פיטשער	פּיטשער	1	1	mechanical
סעק	סֶעק	1	1	mechanical
שדים-אלפים	שֵׁדִים-אַלְפִים	1	1	mechanical
מיהודה	מיהודה	1	1	mechanical
נראתה	נִרְאֲתָה	1	1	mechanical
נראים	נראים	1	1	mechanical
שאמרן	שאמרן	1	1	mechanical
דירנאך	דִירנאָך	1	1	mechanical
ווידעכאוויצער	ווידעכאָוויצער	1	1	mechanical
כפיערט	כפֿיערט	1	1	mechanical
נשמן	נשמן	1	1	mechanical
מכלזיין	מכלזיין	1	1	mechanical
מוסמין	מוסמין	1	1	mechanical
באאס	באַאָס	1	1	mechanical
איינצלעכע	אייַנצלעכע	1	1	mechanical
קאטאריצם	קאַטאַריצם	1	1	mechanical
טיפס	טיפּס	1	1	mechanical
אליידיק	אַליידיק	1	1	mechanical
לעסט	לֶעסט	1	1	mechanical
דאונט	דאַוֶנְט	1	1	mechanical
פיפציגער	פִֿיפְֿצִיגֶער	1	1	mechanical
שמואסט	שְׁמוּאֶסְט	1	1	mechanical
קאנדוקטארס	קאָנְדוּקְטאָרְס	1	1	mechanical
אומפארשעמטער	אוּמְפֿאַרְשֶׁעמְטֶער	1	1	mechanical
באני	בַּאנִי	1	1	mechanical
דראייוו	דראַייוו	1	1	mechanical
רעפן	רעפֿן	1	1	mechanical
ווייבערטער	ווייַבערטער	1	1	mechanical
פרימערסטע	פֿרימערסטע	1	1	mechanical
אדווערסארי	אַדווערסאַרי	1	1	mechanical
עריפטאך	עריפֿטאָך	1	1	mechanical
צושיקן	צושיקן	1	1	mechanical
געגלאווט	געגלאַווט	1	1	mechanical
באצאלטע	באַצאָלטע	1	1	mechanical
סומכין	סוֹמְכִין	1	1	mechanical
פילסטו	פילסטו	1	1	mechanical
אילא	אָילאַ	1	1	mechanical
פרנצוס	פֿרַנְצוֹס	1	1	mechanical
אוסטראזשין	אוֹסְטְראָזְשִין	1	1	mechanical
ראויאוו	ראָוִיאֶוו	1	1	mechanical
כעהערט	כֶֿעהֶערְט	1	1	mechanical
צוביכער	צוּבִּיכֶער	1	1	mechanical
טשאוואקעס	טְשָאָוואַקֶעס	1	1	mechanical
אנטאניע	אַנְטאָנִיעֶ	1	1	mechanical
מ'אדרגארייכט	מ'אַדֶרְגַארֵייכְט	1	1	mechanical
דארפנט	דאָרְפְֿנְט	1	1	mechanical
ונסמוסו	וְנִסְמוּסוֹ	1	1	mechanical
זילבערנעגעלער	זִילְבֶערְנֶעגֶעלֶער	1	1	mechanical
דאמינכע	דָאמִינכֶע	1	1	mechanical
דון	דּוֹן	1	1	mechanical
הויבגאב	הוֹיבּגאַבּ	1	1	mechanical
עיסל	עֵיסְל	1	1	mechanical
נבון	נָבוֹן	1	1	mechanical
וחכם	וְחָכָם	1	1	mechanical
פארשטענדלעכער	פֿאַרשטענדלעכער	1	1	mechanical
וימשכו	וַיִּמְשְׁכוּ	1	1	mechanical
ויעלו	וַיַּעֲלוּ	1	1	mechanical
אאריינגעמישט	אאַרַיינְגֶעמִישְׁט	1	1	mechanical
לערנפארט	לערנפֿאָרט	1	1	mechanical
פסוקי	פּסוקי	1	1	mechanical
טירט	טִירְט	1	1	mechanical
ענקעגן	ענְקֶעגְן	1	1	mechanical
קאפלאך	קַאפְלַאך	1	1	mechanical
הדן	הַדָּן	1	1	mechanical
אגדה'לע	אַגָּדָה'לֶע	1	1	mechanical
היינציגער	הַיינְצִיגֶער	1	1	mechanical
סעליפוטעס	סֶעלִיפֿוּטֶעס	1	1	mechanical
עמציקער	עֶמְצִיקֶער	1	1	mechanical
אונטערגעצינדן	אוּנְטֶערְגעצִינְדְן	1	1	mechanical
האזא	הָאזָא	1	1	mechanical
אויפנפארן	אוֹיפְנְפַארְן	1	1	mechanical
לשכה	לִשְׁכָּה	1	1	mechanical
חביבה	חֲבִיבָה	1	1	mechanical
פרסומי	פִּרְסוּמֵי	1	1	mechanical
ניסא	נִיסָא	1	1	mechanical
פריאריטי	פְּרִיאָרִיטִי	1	1	mechanical
צנדט	צִנְדְט	1	1	mechanical
עקסעפט	עקְסֶעפְּט	1	1	mechanical
אייברשתרס	אַייבֶּרְשְׁתְּרְס	1	1	mechanical
עקסעפטעד	עקְסֶעפְּטֶעד	1	1	mechanical
חריפוס	חַרִיפֿוּס	1	1	mechanical
אידَך	אִידَך	1	1	mechanical
טו"ר	טוּ"ר	1	1	mechanical
ראיינער	רְאיינער	1	1	mechanical
דארפסטא	דאַרפֿסטאָ	1	1	mechanical
בחריפות	בַּחֲרִיפֿוּת	1	1	mechanical
כפסוחים	כִּפְסוּחִים	1	1	mechanical
וחנכה	וַחֲנֻכָּה	1	1	mechanical
הצלחות	הַצְלָחוֹת	1	1	mechanical
ויזמגעזקט	וְיִזְמֶגֶעזֶקְט	1	1	mechanical
לאמים	לְאֻמִּים	1	1	mechanical
ס'הערצאי	סְ'הֶערְצְאִי	1	1	mechanical
